@relation comments-weka.filters.unsupervised.instance.RemovePercentage-P50.0-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C2-L3-H

@attribute comment string
@attribute classification {TEST,IMPLEMENTATION,DESIGN,DEFECT,DOCUMENTATION}

@data
' Creates a new checkbox menu item attached to the specified action object and appends it to the end of this menu TODO This is almost a duplicate of ArgoJMenu addCheckItem must find a way to merge param a the Action for the checkbox menu item to be added return the new checkbox menu item ',DESIGN
' TODO Better if we wrap in a ProfileException and throw that',DESIGN
' Best guess read object This is probably the wrong thing to do here but I do not know what else to try ',DESIGN
' TODO Is this returning extended elements or base classes ',DESIGN
' For modules it would be usefule to be able to remove their factories p TODO The effect of this method is not yet tested param factory the factory to remove ',TEST
' Not possible to simply re use the versionPropertyNode here as it causes OOM errors due to circularity ',DESIGN
' TODO Can we move this knowledge behind model facade rather than have a condition here ',DESIGN
' Get the classifier participant of an AssociationEnd TODO Rename this getParticipant to align with UML spec tfm param handle The AssociationEnd to get from return The classifier of the AssociationEnd ',DESIGN
' Create a new panel for the given step For example When the given step is create the first step of the wizard p TODO It might be convient to make a reusable subclass of Wizard that shows all textual steps to guide the user without any automation Such a Wizard could be easily authored stored in an XML file and efficiently presented by reusing a single panel with a single JTextArea param newStep the number of the step to make a panel for return a new panel for the given step ',DESIGN
' XXX is the following really necessary it is in the same thread group ',DESIGN
' TODO implement properly',DESIGN
' Gets the current threshold TODO Should this be protected return The current threshold ',DESIGN
' TODO Try reusing the same set on every recursion',DESIGN
' Mode to create a link between two FigClassifierRoles TODO Provide a ModeFactory and then this class can become package scope author penyaskito ',DESIGN
' register interest on store changes TODO the dependency should be the other way around',DESIGN
' TODO Store BEGIN and END information into this node',IMPLEMENTATION
' BUG if there are multiple selections in different contexts the wrong comment strings will be inserted ',DEFECT
' I ca not get my head around this is encoding treatment needed here ',DESIGN
' TODO should this return something else ',DESIGN
' Create an empty but initialized instance of a UML Permission return an initialized UML Permission instance TODO This needs an extra parameter to specify the model extent where the new element should be created ',DESIGN
' TODO should level be more than debug ',DESIGN
' TODO There is a cyclic dependency between this class and FigConcurrentRegion',DESIGN
' JUNIT test assertEquals error JUnitTestRunner FAILURES JavaClassSATD fixme as of now does not report the original stacktrace assertTrue error error indexOf thrown on purpose ',TEST
' the plot field is NOT tested',TEST
' note that this implementation is kind of broken for components with many to one associations',DEFECT
' Need some format checking here',IMPLEMENTATION
' Update attached node figures TODO Presumably this should only happen on a add or remove event',DEFECT
' TODO not sure this is correct could not find docs on how to do this ',DESIGN
' TODO These defaults need to be checked against historical ones',IMPLEMENTATION
' FIXME We are assuming that original string will be raw bytes If Ku is provided this will not be true but that is ok for now Deal with that when someone needs it ',DEFECT
' TODO do tests for infix operators even though it is not yet supported',TEST
' TODO Need to have a generic hibernate dialect extend this to provide the types ',DESIGN
' TODO Model implementation independent',DESIGN
' TODO implement this method properly',DESIGN
' First of all let us set up the duplicate hash This hash contains all the duplicate key for another key TODO every JavaClassSATD is done twice but how to avoid this ',DESIGN
' TODO This assumes we only get a SET notification which is not a good assumption ',DESIGN
' TODO This is well formedness rule from UML A root cannot have any Generalizations self isRoot implies self generalization isEmpty',DESIGN
' Mark the contain FigPoly as complete TODO I think more work is needed in GEF to either do this automatically when both ends are set or at the very least Give a setComplete method on FigPolyEdge that calls its contained poly',DESIGN
' Builds a default implementation for an interface The interface is not owned by any model element by default Users should not forget to add ownership return Interface TODO This needs an extra parameter to specify the model extent where the new element should be created ',DESIGN
' In case this is called by the AWT thread log a message this is most likey a bug',DEFECT
' TODO Something might go wrong during processing We do not really want to create the model element until the user releases the mouse in the place expected ',DEFECT
' REVISIT Remove this code Store port value as string instead of integer ',DESIGN
